剧名称,group_title,发弹幕时刻相对于视频起始时间偏移量,累计点赞数,弹幕内容
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,268887,0,王培延表情包好绝丫[笑哭]
撕夜,第3集,130388,0,啊！！！！
北往,第1集,58504,14,这个老板可以
北往,第4集,51641,0,帕塔舒晕，提前准备好首饰了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,94576,0,[没看够]
天下第一纨绔,第1集,17417,1,背景音乐：双面燕洵
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,99378,0,英宝来了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,158171,0,这是夫人她专治不服你的两个人，一个是小少爷，一个是18岁太奶
撕夜,第5集,11697,9,好心疼女主
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,168521,0,迪迦
幸得相遇离婚时,第4集,87050,0,[捂脸][捂脸][捂脸]
北往,第1集,217817,4,泪了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,128477,0,医生：我要改行了
家里家外,第2集,212158,0,这不是纪家二少爷吗[捂脸]
天下第一纨绔,第5集,7449,0,不测就没戏看了[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,168618,0,哈哈哈哈好可爱英宝
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,102759,0,太油了啊太油了
幸得相遇离婚时,第5集,100612,0,孩子是伏笔
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,187459,0,兵哥哥好帅[爱慕]
幸得相遇离婚时,第4集,7370,0,[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,16230,0,[爱慕]
天下第一纨绔,第5集,59545,1,其实他知道
荒年全村啃树皮，我有系统满仓肉,第5集,50519,0,我五刷
北往,第1集,150742,0,哎呀，还有被嫌弃的张秀英呢，都是熟人啊[赞][赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,68707,0,祥子太帅了。
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,210960,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,118078,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,149779,6,王培根咋这么可爱
北往,第2集,71063,0,有钱没钱回家过年
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,98907,0,[爱慕]
那年冬至,第1集,182578,0,嘴没对上
北往,第1集,227635,0,我奔驰你开回去 替我回家过年呗[哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,109648,0,真会说
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,76411,0,好帅呀！
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,7037,0,这女的估计是司机的女人
北往,第2集,55481,0,好歌
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,111158,0,太奶奶终于来了
那年冬至,第1集,6022,0,回评 不一样的开始 不一样的结局 追[送花][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,215230,0,半夜笑暈在被子裡了
北往,第1集,239207,5,我看哭了
北往,第1集,293821,0,[捂脸][捂脸][捂脸]
撕夜,第4集,9045,4,还不敢相信[偷笑]
幸得相遇离婚时,第5集,66203,0,莫欺少年穷，莫欺中年穷，莫欺老年穷。[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,142529,0,终于等到你了，看了[送花]
北往,第4集,80339,0,心如好惨[委屈]
那年冬至,第4集,110721,0,哈哈哈，证明你可太行了[偷笑][偷笑][偷笑]
幸得相遇离婚时,第1集,62915,0,刘萧旭[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]
北往,第2集,25071,0,[赞][赞][赞]
那年冬至,第1集,91569,0,好萌啊~
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,128028,0,妈妈~
幸得相遇离婚时,第2集,126639,0,好霸道，小刘真是演啥像啥
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,149736,0,聪明反被聪明误的下一句是，医生反被医生诊
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,4111,0,[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸][捂脸]
北往,第4集,66620,0,好闺蜜
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,120542,0,少爷爱上保洁离异带娃的我
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,187661,0,笑发财了[捂脸]
北往,第1集,68528,0,拿甘蔗打架
北往,第1集,106819,0,强强联手
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,43857,0,他是没说谎，但是没说全
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,236374,0,好帅[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,1574,0,[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,201105,0,[笑哭]
北往,第5集,18353,2,吴大娘[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,17128,0,他们在玩游戏[送花][爱慕][鼓掌][偷笑][笑哭]
幸得相遇离婚时,第3集,36906,0,[送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,214922,0,太可爱了
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,90776,0,可以羊水穿刺
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,165383,0,？？？
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,40743,81,哈哈哈，《小少爷叫什么来着》[笑哭]
撕夜,第4集,173072,2,[石化][伤心]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,29657,0,肯定不是
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,103904,0,这气质跟科研那可是不搭噶[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,188792,4,好搞笑
天下第一纨绔,第2集,1281,1,仙侠片？
家里家外,第1集,160202,0,霸道总裁爱上离婚带娃的我
北往,第5集,82061,0,这男的，上个剧也是坏的，哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,2751,0,医学奇迹
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,17508,0,等了好久 终于来了
家里家外,第1集,5720,0,刚看完2，回头在看一遍
那年冬至,第4集,62957,0,[捂脸][捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104881,0,王妈[捂脸]
撕夜,第5集,62995,0,好像小姨妈啊
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,133848,1,看他激动那样[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,97853,0,婴儿肥碍着你啦
撕夜,第4集,149206,0,我也不信
那年冬至,第4集,7069,0,女人虎起来[笑哭][笑哭][笑哭]
家里家外,第4集,62710,18,人情世故这块[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,197800,0,不是
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,113800,16,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,127426,0,一口一个嘎嘣脆
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,6459,38,好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,25489,0,这里是重庆渝北龙兴拍摄基地[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,190613,0,秒变迪迦
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,89300,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,256368,0,[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,184547,0,好搞笑[捂脸]
家里家外,第2集,1893,11,啷个就是爱情！
那年冬至,第2集,148244,0,竟然是宝宝龙[爱慕]
那年冬至,第5集,84385,0,后面追妻火葬场
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,28164,0,添添！
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,28012,0,我猜司机的吧
荒年全村啃树皮，我有系统满仓肉,第1集,22801,0,太奶？
天下第一纨绔,第3集,100900,0,大哥一招都撑不住
那年冬至,第1集,6600,0,[捂脸][捂脸]
天下第一纨绔,第3集,149960,0,捧杀[笑哭]
撕夜,第2集,87285,0,帅？
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,132945,0,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,108165,0,《霸总遇见老奶奶》
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,236592,0,你就是小王子了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,87751,0,[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,144969,0,卡颜
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,178379,0,比老五还六[捂脸][笑哭][捂脸]
北往,第1集,17831,0,拿甘蔗干仗！打累了还能补补糖是吧！[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,88901,0,婴儿肥的女娃[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,134158,1,终于要摆明身份了吗
幸得相遇离婚时,第2集,34894,0,发个
天下第一纨绔,第1集,277373,0,机关枪[赞]
幸得相遇离婚时,第2集,111961,0,女主老公有钱是一分不往家里拿啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,127148,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,103809,0,霸道总裁爱上60岁当清洁工的我哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,111569,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,57072,0,[爽][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,256545,0,呆呆的[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,97350,0,英宝~
幸得相遇离婚时,第4集,59375,0,[送花][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,185653,0,八十岁
那年冬至,第5集,50233,0,这个一年怎么定的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,235640,2,哇哦好帅
那年冬至,第3集,50592,0,暗恋
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,68817,0,宝宝[爱慕]
北往,第3集,24162,0,好看
北往,第5集,118541,1,[捂脸][捂脸][捂脸]
北往,第1集,251208,0,你们怎么就哭了？我还没哭
家里家外,第3集,593,0,新婚快乐！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,244370,0,萌萌的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,109550,0,不够看
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,172250,0,[笑哭][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,157810,0,一样
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,95921,0,英宝上场[鼓掌]
天下第一纨绔,第1集,24334,1,喜剧？
荒年全村啃树皮，我有系统满仓肉,第2集,140372,3,不懂事怎么行 该挨打了就[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,93899,0,说曹操曹操到。
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,164420,0,[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,81143,0,小傻瓜[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,202547,0,太雷了！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,148612,0,[笑哭][笑哭][笑哭]沾花惹草
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,47801,0,一会的吧。
撕夜,第1集,126759,0,帅
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,79683,0,[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,95647,0,[奸笑][奸笑][奸笑]
撕夜,第3集,28490,0,二刷
那年冬至,第2集,143175,0,就是
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,3809,0,妈妈~[笑哭]
北往,第3集,65265,0,苦衷姐，哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,215262,0,笑鼠我了[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,40171,0,三少不是景川吗？
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,158316,0,这嘴啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,0,0,？好油
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,64867,0,哇，鞋子好好看[爱慕][爱慕][爱慕]
北往,第1集,61086,0,好老板啊，卖自己房子发工资，这老板良心啊，这种老板可不多啊
北往,第1集,275700,0,扒火车
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,151389,0,[没看够][没看够][没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,86905,0,我实话说有亿点油腻了[笑哭]
那年冬至,第1集,66061,0,这台词[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,139268,0,英宝几个儿子，就没一个女儿，也没孙女？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,76025,0,万花丛中不沾身[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,200041,0,笑死人了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,108753,0,哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,91925,0,你真是饿了
那年冬至,第4集,70460,0,真可爱啊两位宝宝[没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104652,0,这是中央空调吗[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,36982,0,就是司机的
幸得相遇离婚时,第1集,104258,0,刺激
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,131355,0,[捂脸][捂脸][捂脸]
幸得相遇离婚时,第1集,117457,0,前方高能
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,120724,79,真不挑[微笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,4520,0,哇哦
家里家外,第3集,7739,0,舒坦了，我是重庆人，为女主而来[捂脸][捂脸][捂脸]
那年冬至,第1集,26629,0,剧荒，N刷居然不腻
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,22478,0,她是司机的孩子吧
北往,第1集,45294,0,哈哈[捂脸]
北往,第5集,119046,0,[捂脸][捂脸][捂脸][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,173558,0,[偷笑]哈哈哈喜剧喜剧
撕夜,第3集,65483,0,[没看够][没看够]
荒年全村啃树皮，我有系统满仓肉,第5集,66816,0,五刷中。
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,160891,0,[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,168267,0,想到明天就开学，我就想哭
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,9526,0,看了n遍
撕夜,第3集,64929,0,！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
幸得相遇离婚时,第2集,64384,0,好好看
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,151043,0,[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,185133,8,[捂脸]
天下第一纨绔,第3集,49218,0,捧杀
那年冬至,第1集,107189,0,其实说的也没错[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,25130,9,十七郎
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,17731,0,添添[爱慕]宝宝好帅
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,201089,0,拉布布？
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,15392,0,添添来了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,171664,0,俺不中嘞[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,105999,0,好想笑。[捂脸][捂脸][捂脸]
那年冬至,第2集,73580,0,哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,25350,0,哈哈哈 老幺～[飞吻][飞吻]
那年冬至,第1集,29669,0,范千茹啊啊啊啊终于等到了 [爱慕][爱慕]
那年冬至,第2集,139872,0,小女孩书包里面装的是谁呀？我好想知道[笑][笑][笑]
幸得相遇离婚时,第1集,28317,0,好看吗[捂脸]晚上才看
那年冬至,第4集,41181,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,106993,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,102374,0,超级加辈[奸笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,196026,0,哈哈哈哈哈好癫
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,112373,0,有点想笑，怎么回事儿？
那年冬至,第2集,16573,0,嘿嘿嘿
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,168149,1,[笑哭]
